-6.468905983234130019e-01;-9.769730850016684620e-01;4.769961385150598976e-01;-3.474496632652182559e-02;-2.488581864551979161e-01;6.413918211416776149e-02
-6.419452050265463949e-01;-9.512164502259343735e-01;5.224897956175249547e-01;4.247469512063398178e-01;-3.879403973004082462e-01;1.175032324902899883e-01
-6.231783188457249434e-01;-9.083205708394626043e-01;5.632122911615333738e-01;4.289260455567935892e-01;-3.909371429015699451e-01;1.125863535129057874e-01
-6.044114326648968305e-01;-8.654246914529756252e-01;6.039347867055561148e-01;4.331051399072488040e-01;-3.939338885027326431e-01;1.076694745355198241e-01
-5.856445464840752679e-01;-8.225288120665038560e-01;6.446572822495644228e-01;4.372842342577026309e-01;-3.969306341038943420e-01;1.027525955581356232e-01
-5.668776603032471550e-01;-7.796329326800166548e-01;6.853797777935872748e-01;4.414633286081579011e-01;-3.999273797050570955e-01;9.783571658074967370e-02
-5.481107741224190422e-01;-7.367370532935296756e-01;7.261022733376099048e-01;4.456424229586131158e-01;-4.029241253062197936e-01;9.291883760336373810e-02
-5.293438879415975906e-01;-6.938411739070579065e-01;7.668247688816183238e-01;4.498215173090668872e-01;-4.059208709073814925e-01;8.800195862597953722e-02
-5.105770017607693667e-01;-6.509452945205708163e-01;8.075472644256410648e-01;4.540006116595221020e-01;-4.089176165085442460e-01;8.308507964859357386e-02
-4.918101155799479707e-01;-6.080494151340990472e-01;8.482697599696493729e-01;4.581797060099758734e-01;-4.119143621097058894e-01;7.816820067120937299e-02
-4.730432293991198023e-01;-5.651535357476119570e-01;8.889922555136721138e-01;4.623588003604310881e-01;-4.149111077108686430e-01;7.325132169382342351e-02
-4.440994687438535871e-01;-5.149304738559192796e-01;9.092880494240176414e-01;-1.110135232974725772e-01;-3.768201235474414879e-01;-1.229247258890763805e-01
-3.235638378186859732e-01;-3.987627694173022652e-01;7.457435286316300704e-01;-1.482165937136919742e-01;-3.840928053508728124e-01;-1.289855345341204551e-01
-2.030282068935612139e-01;-2.825950649787263291e-01;5.821990078393005641e-01;-1.854196641298981596e-01;-3.913654871543015279e-01;-1.350463431791623647e-01
-8.249257596839366935e-02;-1.664273605401092593e-01;4.186544870469129376e-01;-2.226227345461175289e-01;-3.986381689577327969e-01;-1.411071518242064671e-01
3.804305495677392374e-02;-5.025965610149214780e-02;2.551099662545254221e-01;-2.598258049623369259e-01;-4.059108507611641214e-01;-1.471679604692505416e-01
1.585786858818986622e-01;6.590804833708376054e-02;9.156544546219588798e-02;-2.970288753785431113e-01;-4.131835325645928370e-01;-1.532287691142924513e-01
2.791143168070662206e-01;1.820757527757008998e-01;-7.197907533019172466e-02;-3.342319457947625638e-01;-4.204562143680241060e-01;-1.592895777593365536e-01
3.996499477321908689e-01;2.982434572142766971e-01;-2.355235961225212449e-01;-3.714350162109686937e-01;-4.277288961714528215e-01;-1.653503864043784632e-01
5.201855786573584828e-01;4.144111616528938780e-01;-3.990681169149088436e-01;-4.086380866271881462e-01;-4.350015779748841460e-01;-1.714111950494225378e-01
6.407212095824831311e-01;5.305788660914697585e-01;-5.626126377072383500e-01;-4.458411570433942206e-01;-4.422742597783128615e-01;-1.774720036944644752e-01
6.972691658211636057e-01;5.727561525544128118e-01;-6.325897837619693931e-01;3.875546090302559726e-02;-2.917047528644429177e-01;2.299173974381486102e-02
7.014635700436371302e-01;5.543958243100060024e-01;-6.260118050313638882e-01;3.121108586269683363e-02;-2.826482629425324244e-01;1.724066008932141625e-02
7.056579742661122090e-01;5.360354960655926426e-01;-6.194338263007560519e-01;2.366671082236538465e-02;-2.735917730206186560e-01;1.148958043482592971e-02
7.098523784885872878e-01;5.176751678211792829e-01;-6.128558475701483266e-01;1.612233578203393913e-02;-2.645352830987048875e-01;5.738500780330444903e-03
7.140467827110607013e-01;4.993148395767724734e-01;-6.062778688395428217e-01;8.577960741705173767e-03;-2.554787931767943943e-01;-1.257887416299934391e-05
7.182411869335357801e-01;4.809545113323591137e-01;-5.996998901089350964e-01;1.033585701373726951e-03;-2.464223032548806258e-01;-5.763658528658487275e-03
7.224355911560093046e-01;4.625941830879523042e-01;-5.931219113783295915e-01;-6.510789338955041451e-03;-2.373658133329700770e-01;-1.151473818315193118e-02
7.266299953784843835e-01;4.442338548435390000e-01;-5.865439326477217552e-01;-1.405516437928648783e-02;-2.283093234110563086e-01;-1.726581783764741251e-02
7.308243996009579080e-01;4.258735265991320795e-01;-5.799659539171163614e-01;-2.159953941961525320e-02;-2.192528334891457598e-01;-2.301689749214086422e-02
7.350188038234328758e-01;4.075131983547188308e-01;-5.733879751865085250e-01;-2.914391445994669871e-02;-2.101963435672320191e-01;-2.876797714663634556e-02
6.652486122503702415e-01;4.144342645604502939e-01;-5.573674741360192808e-01;8.007160150723908326e-03;-1.616400586467138800e-01;2.254968233319957216e-01
5.637793081935469353e-01;4.321902141019500765e-01;-5.373001778055885858e-01;1.511064697152158798e-01;-7.768258794321685201e-01;1.000000000000000000e+00
4.623100041366876578e-01;4.499461636434560208e-01;-5.172328814751508963e-01;2.375750540056833504e-01;-8.038456314549937698e-01;9.741206273227782653e-01
3.608407000798644071e-01;4.677021131849557478e-01;-4.971655851447202568e-01;3.240436382961200956e-01;-8.308653834778094716e-01;9.482412546455656344e-01
2.593713960230051851e-01;4.854580627264618031e-01;-4.770982888142825673e-01;4.105122225865875385e-01;-8.578851355006347212e-01;9.223618819683440107e-01
1.579020919661819344e-01;5.032140122679615857e-01;-4.570309924838519278e-01;4.969808068770242837e-01;-8.849048875234504230e-01;8.964825092911312687e-01
5.643278790932271249e-02;5.209699618094675300e-01;-4.369636961534141273e-01;5.834493911674917266e-01;-9.119246395462756727e-01;8.706031366139096450e-01
-4.503651614750062843e-02;5.387259113509672570e-01;-4.168963998229835988e-01;6.699179754579285273e-01;-9.389443915690913744e-01;8.447237639366969031e-01
-1.465058202043598434e-01;5.564818608924732013e-01;-3.968291034925457983e-01;7.563865597483958592e-01;-9.659641435919166241e-01;8.188443912594752794e-01
-2.479751242612190654e-01;5.742378104339792566e-01;-3.767618071621079978e-01;8.428551440388634131e-01;-9.929838956147418738e-01;7.929650185822534336e-01
-3.157168264487843490e-01;5.451537409858138172e-01;-3.399009436824558805e-01;-5.914010637783467805e-01;-2.108365633661432592e-01;-2.095991694044783693e-01
-3.047607909414368210e-01;4.067762938950841844e-01;-2.638550901879396227e-01;-2.355768110415837058e-01;-2.658866954982237463e-01;-1.035466357383896391e-01
-2.938047554340931788e-01;2.683988468044037345e-01;-1.878092366934503710e-01;-1.932634311527996474e-01;-2.598604211065406733e-01;-1.186294179493877360e-01
-2.828487199267456509e-01;1.300213997136740740e-01;-1.117633831989341131e-01;-1.509500512640005454e-01;-2.538341467148554353e-01;-1.337122001603912036e-01
-2.718926844194020087e-01;-8.356047377006370694e-03;-3.571752970444488223e-02;-1.086366713752165009e-01;-2.478078723231723623e-01;-1.487949823713893005e-01
-2.609366489120545363e-01;-1.467334944677359254e-01;4.032832379007137563e-02;-6.632329148641741279e-02;-2.417815979314871244e-01;-1.638777645823927820e-01
-2.499806134047108663e-01;-2.851109415584163753e-01;1.163741772845606065e-01;-2.400991159763333702e-02;-2.357553235398040237e-01;-1.789605467933908789e-01
-2.390245778973633384e-01;-4.234883886491460636e-01;1.924200307790768782e-01;1.830346829116574411e-02;-2.297290491481187857e-01;-1.940433290043943604e-01
-2.280685423900158104e-01;-5.618658357398756964e-01;2.684658842735930806e-01;6.061684817996482177e-02;-2.237027747564335478e-01;-2.091261112153978419e-01
