2.965324e+00;2.391441e-01;4.313901e-01;1.832074e+00;2.556795e+01;2.275821e+00;0
2.483694e+00;1.812554e-01;2.478820e-01;1.691649e+00;2.581406e+01;2.497824e+00;0
2.424340e+00;1.733336e-01;1.968409e-01;1.503671e+00;2.144120e+01;2.172823e+00;0
2.470514e+00;1.811704e-01;2.115100e-01;1.611115e+00;2.140777e+01;2.195105e+00;0
2.344111e+00;1.916917e-01;1.912960e-01;1.682541e+00;2.061350e+01;2.152279e+00;0
2.404545e+00;1.931004e-01;2.119602e-01;1.590085e+00;2.083291e+01;1.719264e+00;0
2.270050e+00;1.711342e-01;2.146201e-01;1.359949e+00;1.994607e+01;1.619845e+00;0
2.240047e+00;1.779242e-01;2.434959e-01;1.309592e+00;2.009333e+01;1.570250e+00;0
3.317772e+00;3.243293e-01;4.206107e-01;2.031653e+00;2.705811e+01;2.781070e+00;0
2.220883e+00;1.755911e-01;2.613481e-01;1.300925e+00;1.979816e+01;1.678849e+00;0
2.273085e+00;2.587808e-01;2.532053e-01;2.025716e+00;2.035573e+01;1.814137e+00;0
2.461683e+00;3.259789e-01;2.323982e-01;2.217636e+00;2.162332e+01;2.016602e+00;0
2.554216e+00;3.528310e-01;2.058137e-01;2.294474e+00;2.214303e+01;2.097342e+00;0
2.657316e+00;3.575465e-01;2.014151e-01;2.424569e+00;2.279362e+01;2.435905e+00;0
2.687593e+00;2.613215e-01;2.205998e-01;1.905976e+00;2.312922e+01;2.246182e+00;0
2.641886e+00;2.675247e-01;2.139168e-01;1.759480e+00;2.241167e+01;2.492098e+00;0
2.613300e+00;2.765313e-01;2.252709e-01;1.847370e+00;2.317786e+01;1.997828e+00;0
2.619363e+00;2.761493e-01;2.607859e-01;1.799494e+00;2.341046e+01;2.111491e+00;0
2.472944e+00;2.036691e-01;2.837790e-01;1.543102e+00;2.220231e+01;1.837034e+00;0
2.682417e+00;1.975503e-01;3.281919e-01;1.436114e+00;2.309128e+01;1.945313e+00;0
3.405116e+00;3.467680e-01;4.277564e-01;2.150182e+00;2.407693e+01;2.555586e+00;0
3.278968e+00;3.206084e-01;4.255813e-01;2.079036e+00;2.564414e+01;2.820673e+00;0
2.965437e+00;2.474585e-01;3.429041e-01;1.881747e+00;2.556152e+01;2.514807e+00;0
2.871140e+00;1.632714e-01;2.795312e-01;1.119939e+00;2.752473e+01;2.804738e+00;0
2.413525e+00;1.129802e-01;1.905739e-01;1.009830e+00;2.416758e+01;2.146034e+00;0
2.692716e+00;1.439560e-01;3.270889e-01;1.091526e+00;2.360930e+01;2.135073e+00;0
2.770337e+00;1.263687e-01;2.980653e-01;9.825124e-01;2.360799e+01;1.996073e+00;0
2.776166e+00;9.386688e-02;2.716566e-01;8.385868e-01;2.295936e+01;1.908600e+00;0
2.792106e+00;8.276905e-02;2.333591e-01;8.376270e-01;2.098591e+01;2.093556e+00;0
2.818451e+00;9.985693e-02;2.166941e-01;7.594497e-01;2.048980e+01;2.048781e+00;0
2.790310e+00;1.195779e-01;1.868183e-01;1.095251e+00;2.031137e+01;1.991636e+00;0
2.919205e+00;1.123455e-01;1.690778e-01;8.539246e-01;2.058373e+01;1.895048e+00;0
2.851017e+00;1.037058e-01;1.511691e-01;8.163908e-01;2.107196e+01;1.806244e+00;0
2.847892e+00;8.702949e-02;1.552571e-01;8.094026e-01;1.984218e+01;1.583290e+00;0
2.357821e+00;1.124466e-01;1.738335e-01;9.417999e-01;2.121998e+01;2.151486e+00;0
2.875519e+00;6.433959e-02;1.859368e-01;5.106742e-01;2.082975e+01;1.663046e+00;0
2.679419e+00;5.655274e-02;2.405579e-01;5.139217e-01;2.149371e+01;1.640278e+00;0
2.497334e+00;6.785557e-02;2.236655e-01;7.306952e-01;2.275683e+01;1.658532e+00;0
2.282188e+00;5.330175e-02;1.419130e-01;7.341549e-01;2.157289e+01;1.425832e+00;0
2.227860e+00;4.255459e-02;1.381072e-01;6.298597e-01;2.158155e+01;1.281463e+00;0
2.252273e+00;2.597767e-02;1.418729e-01;5.308867e-01;2.071753e+01;1.247076e+00;0
2.227973e+00;3.562087e-02;1.314433e-01;4.272396e-01;2.131177e+01;1.375244e+00;0
2.531074e+00;9.531803e-02;1.389116e-01;8.449057e-01;2.164486e+01;1.835041e+00;0
2.278815e+00;4.208354e-02;1.412995e-01;4.772370e-01;2.047482e+01;1.344108e+00;0
2.659171e+00;1.068493e-01;2.447357e-01;6.930239e-01;2.002596e+01;1.473571e+00;0
2.881233e+00;9.033732e-02;1.617332e-01;6.869782e-01;2.428870e+01;2.455378e+00;0
2.972968e+00;9.335488e-02;1.752195e-01;6.669861e-01;2.499075e+01;2.533465e+00;0
2.897957e+00;1.086827e-01;2.300909e-01;8.300139e-01;2.497240e+01;2.669053e+00;0
2.867575e+00;1.135387e-01;2.713391e-01;9.892584e-01;2.506352e+01;2.319262e+00;0
2.809564e+00;1.100431e-01;5.267646e-02;1.118562e+00;2.196294e+01;2.460796e+00;0
2.847933e+00;1.124075e-01;7.854856e-02;1.025669e+00;2.333543e+01;2.378194e+00;0
2.841499e+00;1.481886e-01;8.206823e-02;1.280672e+00;2.343140e+01;2.108929e+00;0
2.883111e+00;1.742666e-01;9.816710e-02;1.329064e+00;2.406102e+01;2.134677e+00;0
2.952610e+00;1.901599e-01;8.840571e-02;1.352550e+00;2.453086e+01;2.071759e+00;0
2.877319e+00;2.103688e-01;8.283956e-02;1.574297e+00;2.362835e+01;2.070039e+00;0
2.851831e+00;2.141120e-01;9.853680e-02;1.600429e+00;2.302431e+01;2.153501e+00;0
2.737245e+00;1.882394e-01;8.435606e-02;1.468084e+00;2.209928e+01;2.115133e+00;0
2.638404e+00;1.646188e-01;8.590861e-02;1.376771e+00;2.105096e+01;1.963689e+00;0
2.548613e+00;1.221023e-01;8.405102e-02;1.002653e+00;2.061139e+01;1.875206e+00;0
2.487159e+00;1.061334e-01;8.543376e-02;9.578898e-01;2.065995e+01;1.847010e+00;0
2.488872e+00;9.818659e-02;7.406155e-02;8.840350e-01;2.005770e+01;1.772792e+00;0
2.479808e+00;9.241282e-02;8.400509e-02;9.571364e-01;2.069426e+01;1.856571e+00;0
2.334754e+00;9.052348e-02;7.919858e-02;1.026401e+00;1.987251e+01;1.657428e+00;0
2.270448e+00;9.453304e-02;7.207974e-02;9.705028e-01;1.915447e+01;1.590077e+00;0
2.238604e+00;1.319723e-01;7.471666e-02;1.043925e+00;1.993001e+01;1.795472e+00;0
2.227215e+00;1.744731e-01;2.290242e-01;1.478799e+00;1.998202e+01;1.556320e+00;0
2.695958e+00;3.139404e-01;2.139700e-01;1.913313e+00;2.229554e+01;2.529195e+00;0
3.410595e+00;3.917853e-01;3.974122e-01;2.043862e+00;2.507332e+01;3.129001e+00;0
2.800469e+00;5.643673e-02;2.517572e-01;4.567516e-01;2.103456e+01;1.560816e+00;0
2.289825e+00;6.933537e-02;2.090430e-01;5.745310e-01;1.947791e+01;1.261458e+00;0
2.625627e+00;1.479166e-01;1.500669e-01;1.080355e+00;2.189798e+01;2.108428e+00;0
2.548854e+00;1.469672e-01;8.057044e-02;1.250721e+00;2.052773e+01;1.782998e+00;0
2.685887e+00;2.271776e-01;4.438097e-02;1.887328e+00;2.205725e+01;1.916251e+00;0
2.429372e+00;2.843636e-01;5.087531e-02;1.851973e+00;1.652594e+01;1.757358e+00;0
2.731105e+00;2.168617e-01;1.001942e-01;1.875116e+00;2.259493e+01;2.147045e+00;0
2.234314e+00;1.122657e-01;3.624164e-02;1.074504e+00;2.094272e+01;1.750051e+00;0
2.051670e+00;9.968361e-02;4.957501e-02;1.142958e+00;2.052759e+01;1.566366e+00;0
2.088976e+00;1.130922e-01;5.609946e-02;1.048793e+00;2.033953e+01;1.586172e+00;0
2.048778e+00;1.243527e-01;6.658340e-02;1.361739e+00;2.062569e+01;1.816971e+00;0
2.691738e+00;2.187597e-01;7.215276e-02;2.081569e+00;2.283133e+01;2.054722e+00;0
2.638827e+00;2.053012e-01;3.316467e-02;1.706401e+00;2.142700e+01;1.965349e+00;0
3.190742e+00;4.185903e-01;5.382753e-02;2.836161e+00;2.312839e+01;3.856711e+00;0
3.031772e+00;3.950829e-01;5.212214e-02;2.892628e+00;2.191082e+01;3.023042e+00;0
2.799856e+00;2.821212e-01;8.443597e-02;1.853720e+00;2.010956e+01;2.236302e+00;0
2.673261e+00;2.583762e-01;7.747423e-02;1.878888e+00;1.982527e+01;1.845119e+00;0
2.521080e+00;2.624580e-01;7.699557e-02;1.811279e+00;1.862003e+01;1.897206e+00;0
2.231788e+00;2.519310e-01;8.307581e-02;1.997520e+00;1.775701e+01;1.672282e+00;0
2.155822e+00;2.768114e-01;6.929081e-02;2.445802e+00;1.789375e+01;1.614897e+00;0
2.079460e+00;2.563329e-01;5.693240e-02;2.323025e+00;1.688102e+01;1.500602e+00;0
2.157378e+00;2.720399e-01;4.731714e-02;2.383422e+00;1.735352e+01;1.508883e+00;0
2.248852e+00;3.099607e-01;4.739915e-02;2.407807e+00;1.790758e+01;1.647751e+00;0
2.718680e+00;3.853022e-01;5.474328e-02;2.552619e+00;2.045178e+01;2.775014e+00;0
2.353051e+00;3.005664e-01;6.167970e-02;2.003696e+00;1.702942e+01;1.790831e+00;0
2.650257e+00;2.574164e-01;5.053925e-02;1.768443e+00;1.981342e+01;1.871756e+00;0
2.935387e+00;3.146065e-01;7.803313e-02;1.980337e+00;1.977917e+01;2.040060e+00;0
3.058666e+00;3.112451e-01;9.066961e-02;2.010261e+00;1.985000e+01;2.197426e+00;0
3.270462e+00;2.799197e-01;1.209802e-01;1.788587e+00;2.029412e+01;1.941686e+00;0
3.185606e+00;2.602913e-01;1.277444e-01;1.722171e+00;2.015610e+01;2.102386e+00;0
3.074410e+00;2.081254e-01;1.210392e-01;1.561895e+00;2.018513e+01;1.830768e+00;0
2.518437e+00;3.710315e-01;7.678696e-02;3.184955e+00;1.839881e+01;2.026912e+00;0
2.620845e+00;2.398001e-01;9.463987e-02;1.914626e+00;2.130703e+01;2.014999e+00;0
2.268968e+00;3.333598e-01;9.506880e-02;1.888932e+00;1.668680e+01;1.890183e+00;0
2.675480e+00;3.756719e-01;1.105510e-01;2.290666e+00;1.839459e+01;1.974981e+00;0
2.752067e+00;3.653416e-01;9.862702e-02;2.587436e+00;1.984528e+01;2.137487e+00;0
7.860882e-01;5.618500e-02;2.996135e+00;8.136767e+00;1.556898e+01;2.725098e+00;1
4.110234e-01;3.022092e-02;1.313060e+00;3.790461e+00;9.690186e+00;9.156865e-01;1
4.744355e-01;2.867464e-02;1.489674e+00;4.660470e+00;1.034923e+01;1.020514e+00;1
