1096319986628765;7.866338e+00;1.449626e+00;-8.430721e+00
1096320006798609;7.550317e+00;5.590217e-01;-5.818759e+00
1096320026968453;7.112197e+00;8.378983e-03;-5.117289e+00
1096320047138296;7.100227e+00;5.147278e-02;-5.816365e+00
1096320067308140;7.622140e+00;1.975128e-01;-5.500344e+00
1096320087477984;8.285306e+00;3.950226e-02;-4.454123e+00
1096320107647828;8.855102e+00;1.316720e-02;-3.618582e+00
1096320127817671;8.764126e+00;-1.137201e-01;-3.534789e+00
1096320147987515;8.175178e+00;-4.919876e-01;-3.585065e+00
1096320168157359;7.945343e+00;-7.266093e-01;-3.142157e+00
1096320188433192;8.141660e+00;-8.989844e-01;-2.452657e+00
1096320208815067;8.258970e+00;-1.040236e+00;-1.583598e+00
1096320229196942;8.352341e+00;-1.150365e+00;-1.059291e+00
1096320249578817;8.503169e+00;-1.164729e+00;-9.467683e-01
1096320269960692;8.891013e+00;-1.114453e+00;-6.139886e-01
1096320290342567;9.427292e+00;-1.353863e+00;2.933749e-01
1096320310724442;9.566150e+00;-2.005058e+00;6.907952e-01
1096320331106317;9.357862e+00;-2.567671e+00;6.093959e-01
1096320351488192;9.087330e+00;-2.919604e+00;5.256025e-01
1096320371670276;9.187881e+00;-3.448699e+00;8.416235e-01
1096320391733349;9.501509e+00;-3.542069e+00;1.069063e+00
1096320411877255;9.544602e+00;-3.676139e+00;1.533518e+00
1096320432021161;9.465596e+00;-3.929914e+00;2.108102e+00
1096320452165067;9.420110e+00;-4.217205e+00;2.146407e+00
1096320472308974;9.348287e+00;-4.482950e+00;1.871086e+00
1096320492452880;9.204640e+00;-4.691236e+00;2.160772e+00
1096320512596786;9.216610e+00;-4.794183e+00;3.060953e+00
1096320532740692;9.697824e+00;-4.707995e+00;3.369792e+00
1096320552884599;1.019819e+01;-4.344092e+00;3.037012e+00
1096320573028505;1.051661e+01;-4.047224e+00;2.436093e+00
1096320593303140;1.043042e+01;-3.941884e+00;1.605341e+00
1096320613708505;1.030593e+01;-3.819785e+00;7.602242e-01
1096320634113869;1.043760e+01;-3.539675e+00;1.387478e+00
1096320654519234;1.044239e+01;-3.388847e+00;1.607735e+00
1096320674924599;9.848653e+00;-3.094373e+00;3.029512e-01
1096320695329963;9.269280e+00;-2.888480e+00;-2.931793e-01
1096320715735328;9.130424e+00;-2.728076e+00;-4.320371e-01
1096320736140692;9.159152e+00;-2.268409e+00;-7.552404e-01
1096320756546057;9.276464e+00;-1.689037e+00;-1.655421e+00
1096320776845276;9.180699e+00;-7.984323e-01;-2.751919e+00
1096320797038349;9.125634e+00;-2.956716e-01;-2.828530e+00
1096320817231421;8.574992e+00;-1.316792e-02;-2.943447e+00
1096320837424494;8.115325e+00;3.483410e-01;-3.798140e+00
1096320857617567;8.088989e+00;8.343430e-01;-3.960938e+00
1096320877810640;7.796909e+00;1.337104e+00;-3.891510e+00
1096320898003713;7.059527e+00;1.760859e+00;-4.205137e+00
1096320918196786;6.269475e+00;2.014634e+00;-4.310477e+00
1096320938389859;6.872787e+00;2.558094e+00;-4.913790e+00
1096320958582932;7.715510e+00;3.338570e+00;-5.296845e+00
1096320978663921;8.677938e+00;4.001736e+00;-5.737360e+00
1096320998864130;8.701880e+00;4.363244e+00;-5.727784e+00
1096321019295536;7.868732e+00;4.238751e+00;-6.048593e+00
1096321039726942;7.037981e+00;4.008918e+00;-6.089293e+00
1096321060158349;6.482550e+00;3.877242e+00;-5.713419e+00
1096321080589755;6.018094e+00;3.721626e+00;-5.701448e+00
1096321101021161;5.728408e+00;3.635439e+00;-6.187450e+00
1096321121452567;5.649403e+00;3.750355e+00;-6.378979e+00
1096321141883974;5.668556e+00;3.731202e+00;-6.987080e+00
1096321162315380;6.063582e+00;3.740779e+00;-7.633486e+00
1096321182581369;6.724353e+00;4.224387e+00;-7.645456e+00
1096321202681994;6.633378e+00;3.846120e+00;-7.446746e+00
1096321222782619;5.905571e+00;3.589950e+00;-7.429987e+00
1096321242883244;5.477028e+00;3.664168e+00;-7.398864e+00
1096321262983869;5.644615e+00;3.661773e+00;-6.637541e+00
1096321283084494;5.721226e+00;3.494187e+00;-6.106051e+00
1096321303185119;5.407599e+00;3.525310e+00;-6.429255e+00
1096321323285744;5.079607e+00;3.747961e+00;-7.236065e+00
1096321343386369;5.012572e+00;3.915548e+00;-7.755585e+00
1096321363486994;5.271135e+00;3.977794e+00;-7.152272e+00
1096321383715640;5.280712e+00;3.805420e+00;-6.618388e+00
1096321404072255;4.813862e+00;3.697685e+00;-7.066084e+00
1096321424428869;4.514600e+00;3.910760e+00;-7.647851e+00
1096321444785484;4.670217e+00;4.040042e+00;-8.488180e+00
1096321465142099;4.584029e+00;4.245934e+00;-8.662950e+00
1096321485498713;4.469112e+00;4.217204e+00;-8.330170e+00
1096321505855328;4.222520e+00;3.898790e+00;-8.507333e+00
1096321526211942;3.643148e+00;3.781479e+00;-8.737166e+00
1096321546568557;3.540202e+00;3.970612e+00;-8.914330e+00
1096321566725588;4.533753e+00;4.614625e+00;-9.299780e+00
1096321586788869;4.356590e+00;4.540408e+00;-9.208803e+00
1096321606957880;4.074086e+00;4.387185e+00;-9.204016e+00
1096321627126890;4.189003e+00;4.506890e+00;-9.160921e+00
1096321647295901;4.459536e+00;4.734330e+00;-9.139375e+00
1096321667464911;4.555300e+00;4.856429e+00;-9.366815e+00
1096321687633921;4.528965e+00;4.772635e+00;-9.206409e+00
1096321707802932;4.562482e+00;4.588290e+00;-8.873630e+00
1096321727971942;4.538541e+00;4.648143e+00;-8.641402e+00
1096321748140953;4.572058e+00;4.813335e+00;-8.490574e+00
1096321768309963;4.550511e+00;4.710389e+00;-8.952636e+00
1096321788585744;4.423625e+00;4.595472e+00;-9.091493e+00
1096321808968296;4.607970e+00;4.485344e+00;-9.010094e+00
1096321829350849;5.041302e+00;4.260299e+00;-8.593520e+00
1096321849733401;5.357323e+00;3.910760e+00;-8.095548e+00
1096321870115953;5.560822e+00;3.747961e+00;-7.607151e+00
1096321890498505;5.934300e+00;3.676139e+00;-7.240854e+00
1096321910881057;6.154558e+00;3.405605e+00;-7.090025e+00
1096321931263609;6.197651e+00;3.192530e+00;-6.793158e+00
1096321951646161;6.446638e+00;3.010579e+00;-6.249697e+00
1096321971828869;7.289361e+00;2.651464e+00;-5.684690e+00
1096321991891942;7.298937e+00;2.567671e+00;-5.627232e+00
1096322012035119;7.358789e+00;2.424025e+00;-4.997583e+00
1096322032178296;7.523983e+00;2.086457e+00;-4.604951e+00
1096322052321474;7.641293e+00;1.940417e+00;-4.231472e+00
1096322072464651;7.851974e+00;2.014634e+00;-3.853204e+00
1096322092607828;7.990831e+00;2.096033e+00;-3.970515e+00
1096322112751005;7.897461e+00;2.175038e+00;-3.891510e+00
1096322132894182;7.856762e+00;2.081669e+00;-4.001638e+00
1096322153037359;7.890279e+00;2.005057e+00;-3.913057e+00
1096322173180536;7.835215e+00;2.014634e+00;-3.474936e+00
1096322193455119;7.861550e+00;1.820712e+00;-2.787830e+00
1096322213861109;8.488805e+00;1.226975e+00;-2.309011e+00
1096322234267099;9.448838e+00;6.428151e-01;-1.964260e+00
1096322254673088;9.745707e+00;2.070892e-01;-1.540505e+00
1096322275079078;9.695431e+00;-3.052480e-01;-1.696121e+00
1096322295485067;9.537419e+00;-5.326873e-01;-1.593175e+00
1096322315891057;9.762465e+00;-3.866473e-01;-1.147873e+00
1096322336297046;1.017425e+01;-1.232964e-01;-4.320371e-01
1096322356703036;1.031071e+01;-2.753252e-02;2.239460e-01
1096322377002255;9.587695e+00;-1.663902e-01;-1.088337e-01
1096322397194755;9.439261e+00;-2.214545e-01;-4.416135e-01
1096322417387255;9.408138e+00;-3.244008e-01;-4.248548e-01
1096322437579755;9.405745e+00;-4.943817e-01;-2.189623e-01
1096322457772255;9.288433e+00;-6.667569e-01;-2.213564e-01
1096322477964755;9.070570e+00;-6.954861e-01;-5.230128e-01
1096322498157255;9.113665e+00;-7.457621e-01;-3.243026e-01
1096322518349755;9.353074e+00;-6.092985e-01;-1.546387e-02
1096322538542255;9.635577e+00;-2.573660e-01;-2.285387e-01
1096322558734755;9.831893e+00;9.696066e-02;-6.499000e-01
1096322578815796;9.910899e+00;3.052473e-01;-7.767872e-01
1096322599016578;1.012158e+01;4.943810e-01;-1.013803e+00
1096322619448609;1.027241e+01;6.523916e-01;-1.325036e+00
1096322639880640;1.004976e+01;7.697024e-01;-1.633875e+00
1096322660312671;9.695431e+00;9.708066e-01;-2.380833e+00
1096322680744703;9.400956e+00;1.243734e+00;-3.156522e+00
1096322701176734;9.128029e+00;1.564543e+00;-3.565912e+00
1096322721608765;8.807220e+00;1.859017e+00;-3.659282e+00
1096322742040796;8.448105e+00;2.119974e+00;-3.987274e+00
1096322762472828;8.105749e+00;2.414448e+00;-4.442153e+00
1096322782738869;8.033926e+00;2.783139e+00;-5.189112e+00
1096322802838974;8.230242e+00;2.596400e+00;-5.004766e+00
1096322822939078;8.479228e+00;2.421631e+00;-4.430182e+00
1096322843039182;8.776096e+00;2.469512e+00;-4.401453e+00
1096322863139286;9.092117e+00;2.694558e+00;-4.174014e+00
1096322883239390;9.377015e+00;2.869327e+00;-3.908268e+00
1096322903339494;9.163940e+00;3.034520e+00;-3.901086e+00
1096322923439599;8.484016e+00;3.118313e+00;-4.068673e+00
1096322943539703;7.926191e+00;3.139860e+00;-4.427788e+00
1096322963639807;7.727480e+00;3.297871e+00;-4.449335e+00
1096322983868453;7.758604e+00;3.522916e+00;-4.564251e+00
1096323004225588;7.701146e+00;3.752750e+00;-4.698321e+00
1096323024582724;7.648476e+00;3.984977e+00;-4.806056e+00
1096323044939859;7.650869e+00;4.102288e+00;-4.818026e+00
1096323065296994;7.385124e+00;3.961036e+00;-4.712686e+00
1096323085654130;7.033192e+00;3.774297e+00;-4.707898e+00
1096323106011265;6.978128e+00;3.913154e+00;-5.062224e+00
1096323126368401;7.219932e+00;4.164535e+00;-5.430915e+00
1096323146725536;7.253449e+00;4.229175e+00;-5.653566e+00
1096323166883088;6.867999e+00;3.961036e+00;-5.670325e+00
1096323186946369;6.980522e+00;4.004130e+00;-5.311211e+00
1096323207114911;7.057133e+00;4.126229e+00;-5.138835e+00
1096323227283453;6.915881e+00;4.202840e+00;-5.090953e+00
1096323247451994;6.604649e+00;4.178899e+00;-5.138835e+00
1096323267620536;6.307780e+00;4.174111e+00;-5.315999e+00
1096323287789078;6.233563e+00;4.224387e+00;-5.581744e+00
1096323307957619;6.401150e+00;4.322545e+00;-5.780454e+00
1096323328126161;6.590284e+00;4.497314e+00;-5.955223e+00
1096323348294703;6.575919e+00;4.655325e+00;-6.189845e+00
1096323368463244;6.281445e+00;4.734330e+00;-6.165904e+00
1096323388738690;5.958241e+00;4.667295e+00;-6.158721e+00
1096323409121710;5.678132e+00;4.667295e+00;-6.168297e+00
1096323429504731;5.582368e+00;4.777424e+00;-6.659088e+00
1096323449887752;5.685315e+00;5.047957e+00;-7.018202e+00
1096323470270773;5.869660e+00;5.311308e+00;-7.121149e+00
1096323490653794;5.941483e+00;5.495653e+00;-7.429987e+00
1096323511036815;5.903177e+00;5.586629e+00;-7.669397e+00
